Time,vxMetersPerSecond,omegaRadiansPerSecond
20241,	0.09903489464143034,	0.012307285928591356
20274,	0.12842549032898154,	0.01059014247230753
20276,	0.13008652741579485,	0.0107246618950519
20280,	0.13297793567690164,	0.010958614386689134
20283,	0.13544216891125171,	0.011157791196736218
20285,	0.13791851524992316,	0.011357748491215573
20287,	0.13887127432086685,	0.011434627343288666
20288,	0.1397214098252992,	0.011503200173343142
20298,	0.14834658009678095,	0.01219754994202397
20317,	0.16518551762478834,	0.013545730497401936
20337,	0.18243172276256073,	0.03744543966993264
20358,	0.20083178684623576,	0.041080875525639125
20378,	0.21897423713614295,	0.04463247838071717
20397,	0.23141567403602933,	0.11236641819435358
20417,	0.15974230928255384,	0.43743616145976866
20438,	0.17241255843887623,	0.46945720471388674
20458,	0.1849462903623927,	0.500691230079819
20477,	0.3107689154087099,	0.11005353350595773
20497,	0.33177282467522595,	0.11689330013656854
20517,	-0.05011615869101644,	1.1023131143546967
20537,	-0.05325992693996014,	1.1609275919204205
20557,	0.35589685455206976,	-0.36397013468066425
20577,	0.3766543298385971,	-0.3828804668559402
20597,	0.3984271729017893,	-0.40246932274300934
20618,	0.05967219750805937,	1.1913803240847904
20637,	0.06279079452254753,	1.2409677016922664
20658,	-0.44181547312230607,	-2.213736907397947
20678,	-0.4647888397025957,	-2.296687180897147
20697,	-0.48847162962712143,	-2.3796979637087863
20717,	-0.49690471074457954,	2.4009791582694606
20737,	-0.5204096316702861,	2.479777071857853
20758,	-0.5447913827436326,	2.5661309188652597
20778,	-0.3783810019636867,	-2.3046937007874693
20797,	-0.3955513810208717,	-2.3759656073871573
20817,	0.6168026675809525,	0.8313044355462792
20837,	0.6439543648075131,	0.8613414069443339
20858,	0.6743339410214745,	0.8945676054484808
20877,	0.8499032309226637,	0.4087868286856924
20897,	0.8877660369094839,	0.4239710648775633
20917,	-0.9300830150033493,	-3.6674520068763865
20937,	-0.9704424348741778,	-3.7613732778933002
20958,	-1.0126201474367023,	-3.856571221290241
20978,	-0.9068314053685063,	-3.4909154082851512
20997,	-0.9001918210119778,	-3.412256353789012
21017,	1.0508533028762652,	-0.11403226168671092
21037,	1.039989552325221,	-0.11229547902713508
21057,	1.0286997701895193,	-0.11058765081532222
21077,	-0.9193001069907994,	3.1908621666571695
21097,	-0.9067120025313398,	3.106816677695681
21117,	0.7654827516173559,	-1.0202892646984427
21137,	0.7528758319643112,	-0.9982857415868699
21156,	0.7394355460918156,	-0.9756122283256607
21177,	0.2078933192512455,	1.6714302976378523
21197,	0.2035085599083991,	1.6250784809021328
21217,	-0.6099069541227211,	-2.3079004907453546
21237,	-0.5951170019072455,	-2.2309963319604664
21258,	-0.5795782070976456,	-2.153320487791168
21277,	-0.7699938917777647,	2.3676893108585286
21297,	-0.7481442646651775,	2.2812496704260816
21317,	0.7662472381923516,	0.2817214408382418
21337,	0.7415738004867709,	0.2719205211854496
21357,	-0.7088526627487511,	2.104068561759713
21377,	-0.6825872382216542,	2.011611561284602
21398,	-0.6544787269458288,	1.9151424351908102
21417,	0.0030306004466580383,	-1.210635077930261
21438,	0.0028927393986681,	-1.1494753835733842
21457,	0.5062288028175477,	0.4776608081872247
21477,	0.4803544318834875,	0.4523502199853258
21497,	0.4546658459442615,	0.42738673688986806
21517,	0.38199481435933225,	-0.5008677091982305
21537,	0.358369910240049,	-0.4691003793466675
21557,	-0.4197267855343599,	1.175792668745858
21577,	-0.38684406730268817,	1.0793811217718299
21598,	-0.35569423122916477,	0.9890991991313021
21617,	-0.10709019445522454,	-0.6891186791906762
21637,	-0.09707576559227998,	-0.6233927823377572
21657,	0.2647803868709491,	0.12101110668261439
21677,	0.23385468040530755,	0.10680454151298363
21697,	0.20009670718386835,	0.09132841342861736
21718,	0.17441142217517785,	-0.01787836142122615
21737,	0.14063829680051532,	-0.014410587479475986
21757,	-0.07996007980138736,	-0.24422434274996527
21777,	-0.05380474002093365,	-0.16422524317898232
21797,	-0.027837865171319122,	-0.08493296182407792
21818,	2.1029083368564146E-4,	-3.794347819471862E-4
