x, y
0.20020056287379334, 0.5729769143234505
0.20813255480126042, 0.5729771703849182
0.20837448144073423, 0.5729771781948216
0.20856981106343261, 0.5729771845004747
0.20905399913638031, 0.5729772001310893
0.20987294128675346, 0.5729772265682732
0.21042799690846437, 0.572977244486642
0.2108908967562231, 0.5729772594300278
0.21137861058516905, 0.5729772751744612
0.21266258510929995, 0.5729773166238731
0.21438027299640486, 0.5729773720744693
0.21813025343565084, 0.5729774931317654
0.22176118216375892, 0.5729776103458205
0.22608181199150776, 0.5729777498248851
0.23074830297187596, 0.5729779004690789
0.23591045903318655, 0.5729780671143895
0.24103949307851366, 0.5729782326904512
0.24642463445290777, 0.572978406534199
0.2524943189381453, 0.5729786024764455
0.2587703325248747, 0.5729788050794316
0.2654301013378044, 0.5729790200708477
0.27256642061615305, 0.5729792808703533
0.2792911509429619, 0.572979564726935
0.28683773368943905, 0.5729798832746058
0.29467199942325994, 0.5729802139656199
0.30307567297937293, 0.5729805686918221
0.3113577853075952, 0.5729809182868216
0.3205154264642364, 0.5729813048386369
0.32922402825647856, 0.5729816724361191
0.33825422769803326, 0.5729820536085113
0.34857220710644143, 0.5729824891391903
0.3587103339154102, 0.5729829170781382
0.3685714667563156, 0.5729833386818651
0.3800523672989822, 0.5729838376557976
0.39013636476124347, 0.5729842759186196
0.402244661783495, 0.5729848021599679
0.4137907788793566, 0.5729853039682915
0.4253521409962406, 0.5729858064391822
0.4374234092633574, 0.5729863310712157
0.4502327908272816, 0.5729868877825529
0.46324601753014916, 0.5729874533532483
0.47731959026692006, 0.5729880650078748
0.490980305460567, 0.5729886590746692
0.5038309734679232, 0.5729892182718377
0.5173504217487527, 0.5729898065709979
0.5298045978399707, 0.5729903485148097
0.541472257160777, 0.5729908562333229
0.5536340934428547, 0.57299138545596
0.5652183604059274, 0.5729918895456524
0.5770998974467054, 0.5729924065710604
0.5879471168529781, 0.5729928785881083
0.5990651498095002, 0.5729933623896153
0.6086955958523844, 0.5729937757772555
0.6190021582332814, 0.572994210238864
0.6289366496940192, 0.5729946290162389
0.6386426642267365, 0.5729950381624246
0.6476552574707255, 0.5729954180782114
0.656312715060636, 0.5729957830236521
0.6651929759292663, 0.5729961573611156
0.6727571999418575, 0.5729964762225177
0.6809090530110041, 0.5729968198547654
0.6883746409557764, 0.5729971345582743
0.6958429551169205, 0.5729974493767038
0.702736259208109, 0.5729977054617702
0.7090240298752403, 0.5729979084442998
0.7153364448893847, 0.5729981122224009
0.7214710607331237, 0.572998310260769
0.7269648729070687, 0.5729984876126398
0.7326768816264115, 0.5729986720083565
0.7375099686226112, 0.572998828030622
0.7419815771154374, 0.5729989723835971
0.7462783393104885, 0.5729991110921641
0.7504262951264881, 0.5729992449969467
0.7539920572342785, 0.5729993601072855
0.7574166466263729, 0.5729994706602707
0.760635900421188, 0.5729995745845887
0.7633818362880193, 0.5729996632292034
0.7657978137237802, 0.5729997412220624
0.7678697251484412, 0.5729998081077432
0.7696503996668889, 0.572999865591681
0.771169756110344, 0.572999914639719
0.7722766539955506, 0.5729999503727227
0.7731432271775868, 0.5729999783475369
0.7736100661805668, 0.5729999934180868
0.773812318190035, 0.5729999999472093
0.7738139534883712, 0.5730000000000002
